source_name,source_type,title,link,published,fetched_at,domain
CNNI Nasional,rss,Percakapan di Rantis saat Lindas Affan Terungkap di Sidang Etik,https://www.cnnindonesia.com/nasional/20250903220939-20-1269904/percakapan-di-rantis-saat-lindas-affan-terungkap-di-sidang-etik,2025-09-03 22:16:12 +0700,2025-09-03 22:21:58 +0700,cnnindonesia.com
Detik Finance,rss,"Sewa Tembus Rp15 Juta, Gerai UMKM Angkat Kaki dari District Blok M",https://finance.detik.com/foto-bisnis/d-8095301/sewa-tembus-rp15-juta-gerai-umkm-angkat-kaki-dari-district-blok-m,2025-09-03 22:15:09 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik News,rss,Cara Membuat Affidavit untuk Anak Berkewarganegaraan Ganda,https://news.detik.com/berita/d-8094686/cara-membuat-affidavit-untuk-anak-berkewarganegaraan-ganda,2025-09-03 22:10:35 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik Finance,rss,Kemendagri Pasang Target Setoran PNBP Rp 1 Triliun,https://finance.detik.com/berita-ekonomi-bisnis/d-8095299/kemendagri-pasang-target-setoran-pnbp-rp-1-triliun,2025-09-03 22:08:01 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik News,rss,Kasus Ojol Affan Tewas Dilindas Rantis Brimob Dilimpahkan ke Bareskrim,https://news.detik.com/berita/d-8095297/kasus-ojol-affan-tewas-dilindas-rantis-brimob-dilimpahkan-ke-bareskrim,2025-09-03 22:06:19 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik News,rss,Pimpinan DPR Bakal Koordinasi ke Polri soal Mahasiswa Pendemo yang Ditahan,https://news.detik.com/berita/d-8095295/pimpinan-dpr-bakal-koordinasi-ke-polri-soal-mahasiswa-pendemo-yang-ditahan,2025-09-03 22:05:21 +0700,2025-09-03 22:21:58 +0700,detik.com
CNNI Nasional,rss,NasDem Ungkap Sahroni Belum Ajukan Pengunduran Diri dari DPR,https://www.cnnindonesia.com/nasional/20250903215704-32-1269897/nasdem-ungkap-sahroni-belum-ajukan-pengunduran-diri-dari-dpr,2025-09-03 22:03:46 +0700,2025-09-03 22:21:58 +0700,cnnindonesia.com
Detik News,rss,Gugatan Eks Wamendes soal Isu Ijazah Jokowi Berakhir Damai,https://news.detik.com/berita/d-8095288/gugatan-eks-wamendes-soal-isu-ijazah-jokowi-berakhir-damai,2025-09-03 21:59:52 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik News,rss,Bareskrim Tangkap TikTokers Hasut Massa Jarah Rumah Puan-Sahroni,https://news.detik.com/berita/d-8095285/bareskrim-tangkap-tiktokers-hasut-massa-jarah-rumah-puan-sahroni,2025-09-03 21:53:43 +0700,2025-09-03 22:21:58 +0700,detik.com
GNews,rss,"Butuh 1 Miliar Orang Berteriak, Baru Terdengar dari Dalam Gedung DPR - Kompas.com",https://news.google.com/rss/articles/CBMiT0FVX3lxTE5GdTdxUEo1c3k0N3lXUVByY0ZhUTF1eDBRRDU5NkgwMU1HUUExUk1icFpkaVo2MUFhUUxJeDZsM2lyYjdEZTdVaGtYZ19IS00?oc=5,2025-09-03 21:48:06 +0700,2025-09-03 22:21:58 +0700,news.google.com
Detik News,rss,KPK Dalami Proses Pencairan Biaya Haji 2024 Saat Periksa Kepala BPKH,https://news.detik.com/berita/d-8095278/kpk-dalami-proses-pencairan-biaya-haji-2024-saat-periksa-kepala-bpkh,2025-09-03 21:47:31 +0700,2025-09-03 22:21:58 +0700,detik.com
Tempo Bisnis,rss,DPR Belum Dapat Penjelasan Resmi Rencana Burden Sharing dari BI dan Kemenkeu,https://bisnis.tempo.co/read/2045949/dpr-belum-dapat-penjelasan-resmi-rencana-burden-sharing-dari-bi-dan-kemenkeu,2025-09-03 21:44:58 +0700,2025-09-03 22:21:58 +0700,tempo.co
Detik News,rss,Gerakan Nurani Bangsa Harap 17+8 Tuntutan Rakyat Didengar dan Dikaji,https://news.detik.com/berita/d-8095266/gerakan-nurani-bangsa-harap-17-8-tuntutan-rakyat-didengar-dan-dikaji,2025-09-03 21:41:50 +0700,2025-09-03 22:21:58 +0700,detik.com
CNNI Nasional,rss,"Seskab: Prabowo Kurang dari 8 Jam di China, Kembali ke RI Malam Ini",https://www.cnnindonesia.com/nasional/20250903204009-20-1269882/seskab-prabowo-kurang-dari-8-jam-di-china-kembali-ke-ri-malam-ini,2025-09-03 21:40:00 +0700,2025-09-03 22:21:58 +0700,cnnindonesia.com
Detik News,rss,Bantahan Trump Tepis Spekulasi Liar terkait Kesehatan,https://news.detik.com/internasional/d-8095265/bantahan-trump-tepis-spekulasi-liar-terkait-kesehatan,2025-09-03 21:39:50 +0700,2025-09-03 22:21:58 +0700,detik.com
Tempo Nasional,rss,DPR Bakal Gelar Rapat Evaluasi Bahas 17+8 Tuntutan Rakyat,https://nasional.tempo.co/read/2045948/dpr-bakal-gelar-rapat-evaluasi-bahas-178-tuntutan-rakyat,2025-09-03 21:37:24 +0700,2025-09-03 22:21:58 +0700,tempo.co
Tempo Nasional,rss,ICMI: Kemarahan Publik Berakar dari Kondisi Ekonomi,https://nasional.tempo.co/read/2045947/icmi-kemarahan-publik-berakar-dari-kondisi-ekonomi,2025-09-03 21:36:59 +0700,2025-09-03 22:21:58 +0700,tempo.co
Detik News,rss,Polisi Tangkap 2 Pemilik Akun yang Ubah Larangan Pelajar Ikut Demo Buruh,https://news.detik.com/berita/d-8095260/polisi-tangkap-2-pemilik-akun-yang-ubah-larangan-pelajar-ikut-demo-buruh,2025-09-03 21:35:06 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik Finance,rss,"Beras SPHP Masuk Ritel Modern, Harga Rp 62.500",https://finance.detik.com/berita-ekonomi-bisnis/d-8095251/beras-sphp-masuk-ritel-modern-harga-rp-62-500,2025-09-03 21:32:44 +0700,2025-09-03 22:21:58 +0700,detik.com
Tempo Bisnis,rss,Bapanas: Penyaluran Beras SPHP di Ritel Modern Segera Dimasifkan,https://bisnis.tempo.co/read/2045945/bapanas-penyaluran-beras-sphp-di-ritel-modern-segera-dimasifkan,2025-09-03 21:30:49 +0700,2025-09-03 22:21:58 +0700,tempo.co
Detik News,rss,Polri Pecat Kompol Cosmas Terkait Kasus Tewasnya Affan Kurniawan,https://news.detik.com/foto-news/d-8095230/polri-pecat-kompol-cosmas-terkait-kasus-tewasnya-affan-kurniawan,2025-09-03 21:30:38 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik News,rss,"Hasut Massa Demo di Bandara Soetta, Pemilik Akun TikTok Ditangkap Polisi",https://news.detik.com/berita/d-8095247/hasut-massa-demo-di-bandara-soetta-pemilik-akun-tiktok-ditangkap-polisi,2025-09-03 21:30:22 +0700,2025-09-03 22:21:58 +0700,detik.com
CNNI Nasional,rss,"Kasus Affan Masuk Pidana, Berkas Perkara Dilimpahkan ke Bareskrim",https://www.cnnindonesia.com/nasional/20250903212443-12-1269890/kasus-affan-masuk-pidana-berkas-perkara-dilimpahkan-ke-bareskrim,2025-09-03 21:29:56 +0700,2025-09-03 22:21:58 +0700,cnnindonesia.com
Tempo Nasional,rss,Pasar Sambut Antusias Obligasi dan Sukuk Berkelanjutan Pegadaian,https://nasional.tempo.co/read/2045943/pasar-sambut-antusias-obligasi-dan-sukuk-berkelanjutan-pegadaian,2025-09-03 21:29:17 +0700,2025-09-03 22:21:58 +0700,tempo.co
Detik News,rss,Laras Faizati Jadi Tersangka Buntut Konten Ajakan Bakar Mabes Polri Saat Aksi,https://news.detik.com/berita/d-8095240/laras-faizati-jadi-tersangka-buntut-konten-ajakan-bakar-mabes-polri-saat-aksi,2025-09-03 21:19:36 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik News,rss,Apa Itu KTP Pink? Simak Kegunaan dan Bedanya dengan KTP Biru,https://news.detik.com/berita/d-8094658/apa-itu-ktp-pink-simak-kegunaan-dan-bedanya-dengan-ktp-biru,2025-09-03 21:18:46 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik News,rss,Presiden Prabowo Tiba di Indonesia Usai Kunjungan 8 Jam di China,https://news.detik.com/berita/d-8095237/presiden-prabowo-tiba-di-indonesia-usai-kunjungan-8-jam-di-china,2025-09-03 21:17:46 +0700,2025-09-03 22:21:58 +0700,detik.com
CNNI Nasional,rss,Polri Sebut Kompol Cosmas Tak Profesional Saat Pengamanan Unjuk Rasa,https://www.cnnindonesia.com/nasional/20250903211233-12-1269888/polri-sebut-kompol-cosmas-tak-profesional-saat-pengamanan-unjuk-rasa,2025-09-03 21:16:58 +0700,2025-09-03 22:21:58 +0700,cnnindonesia.com
CNNI Nasional,rss,Jatam Respons Pernyataan Gubernur Sulteng Soal Tambang Ilegal,https://www.cnnindonesia.com/nasional/20250903211336-20-1269889/jatam-respons-pernyataan-gubernur-sulteng-soal-tambang-ilegal,2025-09-03 21:16:39 +0700,2025-09-03 22:21:58 +0700,cnnindonesia.com
Detik News,rss,Polisi dan TNI Patroli Skala Besar Pastikan Kota Dumai Aman,https://news.detik.com/melindungi-tuah-marwah/d-8095223/polisi-dan-tni-patroli-skala-besar-pastikan-kota-dumai-aman,2025-09-03 21:09:23 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik Finance,rss,"Proyek Pipa Transmisi Gas Cisem Lanjut ke Bandung, Solo, Yogyakarta",https://finance.detik.com/energi/d-8095222/proyek-pipa-transmisi-gas-cisem-lanjut-ke-bandung-solo-yogyakarta,2025-09-03 21:08:49 +0700,2025-09-03 22:21:58 +0700,detik.com
CNNI Nasional,rss,Wapres Gibran Digugat ke PN Jakpus soal Ijazah SMA Sederajat,https://www.cnnindonesia.com/nasional/20250903193833-12-1269857/wapres-gibran-digugat-ke-pn-jakpus-soal-ijazah-sma-sederajat,2025-09-03 21:04:53 +0700,2025-09-03 22:21:58 +0700,cnnindonesia.com
Detik News,rss,"Puluhan Rumah Dinas Polisi di Serpong Terbakar, Diduga Akibat Korsleting",https://news.detik.com/foto-news/d-8095188/puluhan-rumah-dinas-polisi-di-serpong-terbakar-diduga-akibat-korsleting,2025-09-03 21:03:56 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik News,rss,Polri Tetapkan 7 Tersangka Pemilik Akun Medsos Provokasi Terkait Kericuhan,https://news.detik.com/berita/d-8095209/polri-tetapkan-7-tersangka-pemilik-akun-medsos-provokasi-terkait-kericuhan,2025-09-03 21:03:00 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik Finance,rss,"Dana Transfer ke Daerah Turun Banyak di 2026, Kemendagri Siapkan Langkah Ini",https://finance.detik.com/berita-ekonomi-bisnis/d-8095122/dana-transfer-ke-daerah-turun-banyak-di-2026-kemendagri-siapkan-langkah-ini,2025-09-03 21:00:52 +0700,2025-09-03 22:21:58 +0700,detik.com
CNNI Ekonomi,rss,Ombudsman Sebut Kualitas Beras SPHP Bulog Sering Dikeluhkan Konsumen,https://www.cnnindonesia.com/ekonomi/20250903162856-92-1269781/ombudsman-sebut-kualitas-beras-sphp-bulog-sering-dikeluhkan-konsumen,2025-09-03 21:00:52 +0700,2025-09-03 22:21:58 +0700,cnnindonesia.com
CNNI Nasional,rss,"Kompol Cosmas Nangis Usai Dipecat, Klaim Tak Tahu Lindas Ojol Affan",https://www.cnnindonesia.com/nasional/20250903203700-12-1269877/kompol-cosmas-nangis-usai-dipecat-klaim-tak-tahu-lindas-ojol-affan,2025-09-03 21:00:19 +0700,2025-09-03 22:21:58 +0700,cnnindonesia.com
Tempo Nasional,rss,Sinergi CNBM dan ASEAN: Menuju Ekonomi Hijau dan Masa Depan Berkelanjutan,https://nasional.tempo.co/read/2045935/sinergi-cnbm-dan-asean-menuju-ekonomi-hijau-dan-masa-depan-berkelanjutan,2025-09-03 20:57:00 +0700,2025-09-03 22:21:58 +0700,tempo.co
Detik Finance,rss,"Cara Apply Kartu Kredit yang Cepat dan Mudah Disetujui, Cukup 5 Menit!",https://finance.detik.com/moneter/d-8095181/cara-apply-kartu-kredit-yang-cepat-dan-mudah-disetujui-cukup-5-menit,2025-09-03 20:53:56 +0700,2025-09-03 22:21:58 +0700,detik.com
Tempo Nasional,rss,Dasco: Revisi KUHAP Harus Segera Selesai Supaya RUU Perampasan Aset Bisa Dibahas,https://nasional.tempo.co/read/2045934/dasco-revisi-kuhap-harus-segera-selesai-supaya-ruu-perampasan-aset-bisa-dibahas,2025-09-03 20:53:49 +0700,2025-09-03 22:21:58 +0700,tempo.co
Detik News,rss,Ketua HIPKI Dorong Pelaku hingga Provokator Demo Anarkis Diproses Hukum,https://news.detik.com/berita/d-8095179/ketua-hipki-dorong-pelaku-hingga-provokator-demo-anarkis-diproses-hukum,2025-09-03 20:50:04 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik News,rss,"Tuntutan 17+8 Ramai, PKB: Kami Terbuka untuk Aspirasi Publik",https://news.detik.com/foto-news/d-8095173/tuntutan-17-8-ramai-pkb-kami-terbuka-untuk-aspirasi-publik,2025-09-03 20:46:35 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik News,rss,"Bareskrim Bongkar Narkoba Jaringan Malaysia, 8 Kg Sabu Disita di Lampung",https://news.detik.com/berita/d-8095172/bareskrim-bongkar-narkoba-jaringan-malaysia-8-kg-sabu-disita-di-lampung,2025-09-03 20:46:21 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik News,rss,Mensos Laporkan Program Kemensos &amp; Penyerapan Anggaran 2025 ke DPR,https://news.detik.com/berita/d-8095169/mensos-laporkan-program-kemensos-penyerapan-anggaran-2025-ke-dpr,2025-09-03 20:45:48 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik Finance,rss,iPhone 17 Bisa Dijual di RI? Ini Jawaban Menperin,https://finance.detik.com/industri/d-8095164/iphone-17-bisa-dijual-di-ri-ini-jawaban-menperin,2025-09-03 20:41:57 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik News,rss,"Balik Setelan Awal, Jakarta Macet-macetan Lagi",https://news.detik.com/berita/d-8095154/balik-setelan-awal-jakarta-macet-macetan-lagi,2025-09-03 20:36:46 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik News,rss,Kemlu Tegaskan Kawal Kasus Penembakan Zetro Purba di Peru hingga Tuntas,https://news.detik.com/berita/d-8095153/kemlu-tegaskan-kawal-kasus-penembakan-zetro-purba-di-peru-hingga-tuntas,2025-09-03 20:36:04 +0700,2025-09-03 22:21:58 +0700,detik.com
CNNI Nasional,rss,Dasco Sebut Istana Akan Gelar Audiensi Bareng Mahasiswa Besok,https://www.cnnindonesia.com/nasional/20250903191505-32-1269850/dasco-sebut-istana-akan-gelar-audiensi-bareng-mahasiswa-besok,2025-09-03 20:35:59 +0700,2025-09-03 22:21:58 +0700,cnnindonesia.com
CNNI Nasional,rss,"Helikopter Hilang Kontak di Kalsel Ditemukan, Ada Korban Tewas",https://www.cnnindonesia.com/nasional/20250903201906-20-1269874/helikopter-hilang-kontak-di-kalsel-ditemukan-ada-korban-tewas,2025-09-03 20:34:16 +0700,2025-09-03 22:21:58 +0700,cnnindonesia.com
Tempo Nasional,rss,Dasco Wakili DPR Minta Maaf Atas Kekeliruan dan Kekurangan Wakil Rakyat,https://nasional.tempo.co/read/2045928/dasco-wakili-dpr-minta-maaf-atas-kekeliruan-dan-kekurangan-wakil-rakyat,2025-09-03 20:31:51 +0700,2025-09-03 22:21:58 +0700,tempo.co
Tempo Bisnis,rss,Menperin: Apple Belum Ajukan Izin untuk Penjualan iPhone 17,https://bisnis.tempo.co/read/2045927/menperin-apple-belum-ajukan-izin-untuk-penjualan-iphone-17,2025-09-03 20:31:47 +0700,2025-09-03 22:21:58 +0700,tempo.co
Detik News,rss,"Cara Print KK Online Lewat Aplikasi IKD, Simak Tahapannya!",https://news.detik.com/berita/d-8094661/cara-print-kk-online-lewat-aplikasi-ikd-simak-tahapannya,2025-09-03 20:30:34 +0700,2025-09-03 22:21:58 +0700,detik.com
CNNI Ekonomi,rss,Mentan Sanggah Data 100 Ribu Hektare Lahan Pertanian Beralih Fungsi,https://www.cnnindonesia.com/ekonomi/20250903160828-92-1269772/mentan-sanggah-data-100-ribu-hektare-lahan-pertanian-beralih-fungsi,2025-09-03 20:30:22 +0700,2025-09-03 22:21:58 +0700,cnnindonesia.com
Tempo Nasional,rss,"Digitalisasi Bansos, Gus Ipul: Langkah Penting Transparansi, Partisipasi, dan Tepat Sasaran",https://nasional.tempo.co/read/2045925/digitalisasi-bansos-gus-ipul-langkah-penting-transparansi-partisipasi-dan-tepat-sasaran,2025-09-03 20:29:47 +0700,2025-09-03 22:21:58 +0700,tempo.co
Detik News,rss,Polda Metro Gandeng Komunitas Ojol Dorong Program 'Jaga Jakarta',https://news.detik.com/berita/d-8095143/polda-metro-gandeng-komunitas-ojol-dorong-program-jaga-jakarta,2025-09-03 20:27:51 +0700,2025-09-03 22:21:58 +0700,detik.com
CNNI Nasional,rss,Ilham soal Mercy BJ Habibie Disita KPK: Dibeli RK Tapi Belum Lunas,https://www.cnnindonesia.com/nasional/20250903201434-12-1269872/ilham-soal-mercy-bj-habibie-disita-kpk-dibeli-rk-tapi-belum-lunas,2025-09-03 20:23:08 +0700,2025-09-03 22:21:58 +0700,cnnindonesia.com
Detik News,rss,"Pulihkan Semangat Brimob, Polda Metro Beri Trauma Healing di Mako Kwitang",https://news.detik.com/berita/d-8095136/pulihkan-semangat-brimob-polda-metro-beri-trauma-healing-di-mako-kwitang,2025-09-03 20:18:23 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik News,rss,Ilham Cerita Awal Mula Ridwan Kamil Beli Mercy Peninggalan BJ Habibie,https://news.detik.com/berita/d-8095135/ilham-cerita-awal-mula-ridwan-kamil-beli-mercy-peninggalan-bj-habibie,2025-09-03 20:17:59 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik News,rss,Ketua KPAI: Pelibatan Anak dalam Aksi Demo Rusuh Sangat Membahayakan,https://news.detik.com/berita/d-8095133/ketua-kpai-pelibatan-anak-dalam-aksi-demo-rusuh-sangat-membahayakan,2025-09-03 20:17:17 +0700,2025-09-03 22:21:58 +0700,detik.com
CNNI Nasional,rss,VIDEO: Polisi Pelindas Ojol Affan Saat Demo Diputus Dipecat dari Polri,https://www.cnnindonesia.com/nasional/20250903195802-16-1269861/video-polisi-pelindas-ojol-affan-saat-demo-diputus-dipecat-dari-polri,2025-09-03 20:16:52 +0700,2025-09-03 22:21:58 +0700,cnnindonesia.com
Detik News,rss,"DPR Gelar Dialog dengan Mahasiswa, Bahas Tuntutan Usut Kerusuhan",https://news.detik.com/foto-news/d-8095115/dpr-gelar-dialog-dengan-mahasiswa-bahas-tuntutan-usut-kerusuhan,2025-09-03 20:15:42 +0700,2025-09-03 22:21:58 +0700,detik.com
Tempo Nasional,rss,SanQua Cup Indonesian StarsChampionship 2025 Hadirkan Energi Positif Bagi Atlet Muda,https://nasional.tempo.co/read/2045923/sanqua-cup-indonesian-starschampionship-2025-hadirkan-energi-positif-bagi-atlet-muda,2025-09-03 20:15:25 +0700,2025-09-03 22:21:58 +0700,tempo.co
Detik News,rss,Mensos Sebut Digitalisasi Bansos Langkah Penting Pastikan Transparansi,https://news.detik.com/berita/d-8095124/mensos-sebut-digitalisasi-bansos-langkah-penting-pastikan-transparansi,2025-09-03 20:09:16 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik News,rss,Dasco Sebut DPR Akan Evaluasi Menyeluruh: Reformasi Bakal Dipimpin Puan,https://news.detik.com/berita/d-8095121/dasco-sebut-dpr-akan-evaluasi-menyeluruh-reformasi-bakal-dipimpin-puan,2025-09-03 20:08:46 +0700,2025-09-03 22:21:58 +0700,detik.com
CNNI Ekonomi,rss,Kementan Dapat Tambahan Anggaran Rp26 T di RAPBN 2026,https://www.cnnindonesia.com/ekonomi/20250903172357-92-1269798/kementan-dapat-tambahan-anggaran-rp26-t-di-rapbn-2026,2025-09-03 20:05:42 +0700,2025-09-03 22:21:58 +0700,cnnindonesia.com
CNNI Nasional,rss,Pimpinan Parpol Surati Setjen DPR Minta Setop Gaji Anggota Nonaktif,https://www.cnnindonesia.com/nasional/20250903200122-32-1269862/pimpinan-parpol-surati-setjen-dpr-minta-setop-gaji-anggota-nonaktif,2025-09-03 20:04:54 +0700,2025-09-03 22:21:58 +0700,cnnindonesia.com
Detik News,rss,"Polisi: Insiden di Asrama Polri Serpong Murni Kebakaran, 20 Rumah Hangus",https://news.detik.com/berita/d-8095113/polisi-insiden-di-asrama-polri-serpong-murni-kebakaran-20-rumah-hangus,2025-09-03 20:04:02 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik News,rss,Kompol Kosmas Dipatsus Usai Dipecat dari Polri Buntut Tewasnya Affan,https://news.detik.com/berita/d-8095112/kompol-kosmas-dipatsus-usai-dipecat-dari-polri-buntut-tewasnya-affan,2025-09-03 20:03:57 +0700,2025-09-03 22:21:58 +0700,detik.com
Tempo Bisnis,rss,Anggaran Badan Geologi Ditambah,https://bisnis.tempo.co/read/2045920/anggaran-badan-geologi-ditambah,2025-09-03 20:01:40 +0700,2025-09-03 22:21:58 +0700,tempo.co
Detik Finance,rss,"Dua Emiten Afiliasi Grup Bakrie Dipantau Ketat BEI, Manajemen Buka Suara",https://finance.detik.com/bursa-dan-valas/d-8094965/dua-emiten-afiliasi-grup-bakrie-dipantau-ketat-bei-manajemen-buka-suara,2025-09-03 20:00:33 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik Finance,rss,Komisi II Beri Restu Usulan Kemendagri-ATR Tambah Anggaran Tahun Depan,https://finance.detik.com/berita-ekonomi-bisnis/d-8095066/komisi-ii-beri-restu-usulan-kemendagri-atr-tambah-anggaran-tahun-depan,2025-09-03 20:00:31 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik News,rss,"Dipecat dari Polri, Kompol Kosmas Ucapkan Duka atas Tewasnya Affan",https://news.detik.com/berita/d-8095108/dipecat-dari-polri-kompol-kosmas-ucapkan-duka-atas-tewasnya-affan,2025-09-03 19:59:58 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik Finance,rss,"Produksi Beras Nasional Surplus 3,7 Juta Ton, Komisi IV Apresiasi Mentan",https://finance.detik.com/berita-ekonomi-bisnis/d-8095107/produksi-beras-nasional-surplus-3-7-juta-ton-komisi-iv-apresiasi-mentan,2025-09-03 19:59:38 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik News,rss,"Bicara Peran Budaya, Fadli Zon Sebut Bisa Jadi Sarana untuk Ubah Perbedaan",https://news.detik.com/berita/d-8095079/bicara-peran-budaya-fadli-zon-sebut-bisa-jadi-sarana-untuk-ubah-perbedaan,2025-09-03 19:58:58 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik News,rss,Kompol Kosmas Ngaku Baru Tahu Affan Terlindas dari Video Viral di Medsos,https://news.detik.com/berita/d-8095101/kompol-kosmas-ngaku-baru-tahu-affan-terlindas-dari-video-viral-di-medsos,2025-09-03 19:56:40 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik News,rss,Uya Kuya Pilih Jalan Damai bagi Nenek Terduga Penjarah Rumahnya,https://news.detik.com/berita/d-8095098/uya-kuya-pilih-jalan-damai-bagi-nenek-terduga-penjarah-rumahnya,2025-09-03 19:54:12 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik News,rss,"Terima Aspirasi Mahasiswa, DPR Pastikan Jadi Bahan Perbaikan Kinerja",https://news.detik.com/berita/d-8095096/terima-aspirasi-mahasiswa-dpr-pastikan-jadi-bahan-perbaikan-kinerja,2025-09-03 19:51:34 +0700,2025-09-03 22:21:58 +0700,detik.com
Tempo Nasional,rss,"SanQua Dukung LIMA Basketball 2025, Dorong Generasi Muda Berprestasi",https://nasional.tempo.co/read/2045915/sanqua-dukung-lima-basketball-2025-dorong-generasi-muda-berprestasi,2025-09-03 19:50:52 +0700,2025-09-03 22:21:58 +0700,tempo.co
Tempo Bisnis,rss,Kementerian ESDM Segera Bahas Kelangkaan BBM dengan Shell dan BP,https://bisnis.tempo.co/read/2045914/kementerian-esdm-segera-bahas-kelangkaan-bbm-dengan-shell-dan-bp,2025-09-03 19:48:15 +0700,2025-09-03 22:21:58 +0700,tempo.co
CNNI Nasional,rss,Danyon Brimob Kompol Cosmas Pelindas Ojol Affan Dipecat Polri,https://www.cnnindonesia.com/nasional/20250903190522-12-1269847/danyon-brimob-kompol-cosmas-pelindas-ojol-affan-dipecat-polri,2025-09-03 19:42:02 +0700,2025-09-03 22:21:58 +0700,cnnindonesia.com
Tempo Nasional,rss,Komisi I DPR Bilang Pembentukan Pam Swakarsa Relevan dengan Kondisi saat Ini,https://nasional.tempo.co/read/2045913/komisi-i-dpr-bilang-pembentukan-pam-swakarsa-relevan-dengan-kondisi-saat-ini,2025-09-03 19:40:55 +0700,2025-09-03 22:21:58 +0700,tempo.co
Tempo Nasional,rss,Komisi I DPR Tegaskan Tidak akan Ada Darurat Militer,https://nasional.tempo.co/read/2045912/komisi-i-dpr-tegaskan-tidak-akan-ada-darurat-militer,2025-09-03 19:40:48 +0700,2025-09-03 22:21:58 +0700,tempo.co
CNNI Ekonomi,rss,Ombudsman: Negara Berpotensi Rugi Rp7 T Imbas Salah Kelola Stok Beras,https://www.cnnindonesia.com/ekonomi/20250903152230-92-1269744/ombudsman-negara-berpotensi-rugi-rp7-t-imbas-salah-kelola-stok-beras,2025-09-03 19:40:36 +0700,2025-09-03 22:21:58 +0700,cnnindonesia.com
CNNI Nasional,rss,Dasco: Reformasi Parlemen Akan Dipimpin Ketua DPR Puan Maharani,https://www.cnnindonesia.com/nasional/20250903192129-32-1269853/dasco-reformasi-parlemen-akan-dipimpin-ketua-dpr-puan-maharani,2025-09-03 19:40:11 +0700,2025-09-03 22:21:58 +0700,cnnindonesia.com
CNNI Nasional,rss,Penjelasan Pramono soal Viral Harga Kios Blok M Naik,https://www.cnnindonesia.com/nasional/20250903190519-20-1269846/penjelasan-pramono-soal-viral-harga-kios-blok-m-naik,2025-09-03 19:39:41 +0700,2025-09-03 22:21:58 +0700,cnnindonesia.com
Detik News,rss,Kompol Kosmas Dipecat dari Polri Buntut Ojol Affan Dilindas Rantis Brimob,https://news.detik.com/berita/d-8095074/kompol-kosmas-dipecat-dari-polri-buntut-ojol-affan-dilindas-rantis-brimob,2025-09-03 19:36:44 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik News,rss,CHANDI 2025 Tekankan Pentingnya Budaya &amp; Generasi Muda Bangun Perdamaian,https://news.detik.com/berita/d-8095072/chandi-2025-tekankan-pentingnya-budaya-generasi-muda-bangun-perdamaian,2025-09-03 19:35:12 +0700,2025-09-03 22:21:58 +0700,detik.com
Detik Finance,rss,"Komisi XII DPR Setujui Anggaran Kementerian ESDM 2026 Rp 21,6 Triliun",https://finance.detik.com/energi/d-8095051/komisi-xii-dpr-setujui-anggaran-kementerian-esdm-2026-rp-21-6-triliun,2025-09-03 19:30:37 +0700,2025-09-03 22:21:58 +0700,detik.com
Tempo Nasional,rss,Dasco Tegaskan Tunjangan Rumah DPR Disetop Sejak 31 Agustus 2025,https://nasional.tempo.co/read/2045906/dasco-tegaskan-tunjangan-rumah-dpr-disetop-sejak-31-agustus-2025,2025-09-03 19:30:28 +0700,2025-09-03 22:21:58 +0700,tempo.co
Detik News,rss,Wibowo Prasetyo Resmi Dilantik sebagai Anggota MPR RI Gantikan Sudjadi,https://news.detik.com/berita/d-8095064/wibowo-prasetyo-resmi-dilantik-sebagai-anggota-mpr-ri-gantikan-sudjadi,2025-09-03 19:30:13 +0700,2025-09-03 22:21:58 +0700,detik.com
